# Table of selected background quantities
# All densities are multiplied by (8piG/3) (below, shortcut notation (.) for this factor) 
# Densities are in units [Mpc^-2] while all distances are in [Mpc]. 
#    1:z                      2:proper time [Gyr]      3:conf. time [Mpc]       4:H [1/Mpc]              5:comov. dist.           6:ang.diam.dist.         7:lum. dist.             8:comov.snd.hrz.         9:(.)rho_g              10:(.)rho_b              11:(.)rho_dmeff          12:T_dmeff               13:Vrel_dmeff            14:dkappa_dmeff          15:dkappaT_dmeff         16:cdmeff2               17:(.)rho_lambda         18:(.)rho_fld            19:(.)w_fld              20:(.)rho_ur             21:(.)rho_crit           22:(.)rho_tot            23:(.)p_tot              24:(.)p_tot_prime        25:gr.fac. D             26:gr.fac. f          
       8.225737089444e+13       1.117234879590e-25       5.635229172185e-09       1.459658946601e+22       1.415848720639e+04       1.721242370432e-10       1.164639933440e+18       3.253589842987e-09       1.259732604377e+44       1.426188747576e+33       7.252321503632e+33       2.241924640398e+14       0.000000000000e+00       1.160823912307e+35       5.987310885144e+34      -6.455882697793e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.708716359288e+43       2.130604240393e+44       2.130604240393e+44       7.102014134354e+43      -5.041016194597e+52       2.240666702800e-06       5.119877198439e+00 
       8.168557189121e+13       1.132930912413e-25       5.675246939063e-09       1.439436305939e+22       1.415848720639e+04       1.733291067025e-10       1.156544124568e+18       3.276364971887e-09       1.225068823353e+44       1.396653242407e+33       7.102130317772e+33       2.226340258594e+14       0.000000000000e+00       1.124951316408e+35       5.802286798694e+34      -6.244788226158e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.469080554175e+43       2.071976878856e+44       2.071976878856e+44       6.906589595903e+43      -4.868226093982e+52       2.320690513614e-06       4.943329708838e+00 
       8.111774765760e+13       1.148847458801e-25       5.715264705941e-09       1.419493837023e+22       1.415848720639e+04       1.745424104495e-10       1.148504592421e+18       3.299299526691e-09       1.191358877859e+44       1.367729399661e+33       6.955049500405e+33       2.210864209136e+14       0.000000000000e+00       1.090187280665e+35       5.622980456524e+34      -6.040575552979e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.236038754048e+43       2.014962753347e+44       2.014962753347e+44       6.716542510878e+43      -4.701358691831e+52       2.400714324428e-06       4.778552051877e+00 
       8.055387056366e+13       1.164987616750e-25       5.755282472819e-09       1.399827658253e+22       1.415848720639e+04       1.757642073226e-10       1.140520945801e+18       3.322394623377e-09       1.158576521413e+44       1.339404552180e+33       6.811014637684e+33       2.195495738969e+14       0.000000000000e+00       1.056497547572e+35       5.449215164884e+34      -5.843020608490e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       8.009409513143e+43       1.959517472809e+44       1.959517472809e+44       6.531724909091e+43      -4.540210976761e+52       2.480738135242e-06       4.624405211493e+00 
       7.999391317146e+13       1.181354527778e-25       5.795300239697e-09       1.380433941804e+22       1.415848720639e+04       1.769945567739e-10       1.132592796227e+18       3.345651385741e-09       1.126696229756e+44       1.311666295136e+33       6.669962649733e+33       2.180234100273e+14       0.000000000000e+00       1.023848918275e+35       5.280819690338e+34      -5.651907132199e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.789016378498e+43       1.905597867685e+44       1.905597867685e+44       6.351992892019e+43      -4.384586895979e+52       2.560761946056e-06       4.479892548634e+00 
       7.943784823382e+13       1.197951377538e-25       5.835318006575e-09       1.361308912887e+22       1.415848720639e+04       1.782335186713e-10       1.124719757922e+18       3.369070945441e-09       1.095693180972e+44       1.284502480594e+33       6.531831763022e+33       2.165078550426e+14       0.000000000000e+00       9.922092198523e+34       5.117628091028e+34      -5.467024765125e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.574687752568e+43       1.853161956307e+44       1.853161956307e+44       6.177206520761e+43      -4.234297116763e+52       2.640785756870e-06       4.344138228979e+00 
       7.888564869297e+13       1.214781396441e-25       5.877154762857e-09       1.342448849008e+22       1.415848720639e+04       1.794811533020e-10       1.116901447787e+18       3.392654442059e-09       1.065543236164e+44       1.257901212200e+33       6.396561483313e+33       2.150028351968e+14       0.000000000000e+00       9.615472736142e+34       4.959479553145e+34      -5.288172619002e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.366256759621e+43       1.802168912202e+44       1.802168912202e+44       6.007229707087e+43      -4.089158796116e+52       2.720809567685e-06       4.216369457538e+00 
       7.833728767921e+13       1.231847860280e-25       5.917172529735e-09       1.323850079245e+22       1.415848720639e+04       1.807375213751e-10       1.109137485389e+18       3.416403023153e-09       1.036222920661e+44       1.231850839962e+33       6.264092569169e+33       2.135082772566e+14       0.000000000000e+00       9.318328643757e+34       4.806218232464e+34      -5.115153633230e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       7.163561115805e+43       1.752579032316e+44       1.752579032316e+44       5.841930107471e+43      -3.948995358321e+52       2.800833378499e-06       4.095901758751e+00 
       7.779273850965e+13       1.249154090869e-25       5.959009286016e-09       1.305508983535e+22       1.415848720639e+04       1.820026840247e-10       1.101427492939e+18       3.440317844315e-09       1.007709405738e+44       1.206339955156e+33       6.134367006005e+33       2.120241084977e+14       0.000000000000e+00       9.030367106829e+34       4.657693100764e+34      -4.947777672920e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.966443002797e+43       1.704353706091e+44       1.704353706091e+44       5.681179020059e+43      -3.813636280121e+52       2.880857189313e-06       3.982126709897e+00 
       7.725197468684e+13       1.266703456692e-25       6.000846042298e-09       1.287421991970e+22       1.415848720639e+04       1.832767028129e-10       1.093771095272e+18       3.464400069225e-09       9.799804908440e+43       1.181357385323e+33       6.007327980684e+33       2.105502567014e+14       0.000000000000e+00       8.751304359578e+34       4.513757797008e+34      -4.785861260654e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.774748944928e+43       1.657455385409e+44       1.657455385409e+44       5.524851284456e+43      -3.682916883255e+52       2.960881000127e-06       3.874501663684e+00 
       7.671496989756e+13       1.284499373555e-25       6.042682798579e-09       1.269585584099e+22       1.415848720639e+04       1.845596397326e-10       1.086167919833e+18       3.488650869709e-09       9.530145863146e+43       1.156892189380e+33       5.882919856635e+33       2.090866501509e+14       0.000000000000e+00       8.480865405356e+34       4.374270483109e+34      -4.629227793782e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.588329689681e+43       1.611847555353e+44       1.611847555353e+44       5.372825184276e+43      -3.556678134112e+52       3.040904810941e-06       3.772541093587e+00 
       7.618169801148e+13       1.302545305254e-25       6.084519554861e-09       1.251996288246e+22       1.415848720639e+04       1.858515572107e-10       1.078617596657e+18       3.513071425797e-09       9.267906965640e+43       1.132933652827e+33       5.761088149484e+33       2.076332176281e+14       0.000000000000e+00       8.218783745654e+34       4.239093704159e+34      -4.477704462075e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.407040091490e+43       1.567494705782e+44       1.567494705782e+44       5.224982352377e+43      -3.434766450252e+52       3.120928621755e-06       3.675809270674e+00 
       7.565213307992e+13       1.320844764247e-25       6.128175300546e-09       1.234650680831e+22       1.415848720639e+04       1.871525181112e-10       1.071119758348e+18       3.537662925777e-09       9.012884037369e+43       1.109471283056e+33       5.641779503200e+33       2.061898884098e+14       0.000000000000e+00       7.964801117485e+34       4.108094252980e+34      -4.331125004612e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.230738998726e+43       1.524362303677e+44       1.524362303677e+44       5.081207678699e+43      -3.317033513555e+52       3.200952432569e-06       3.583914038907e+00 
       7.512624933457e+13       1.339401312340e-25       6.170012056828e-09       1.217545385708e+22       1.415848720639e+04       1.884625857380e-10       1.063674040068e+18       3.562426566257e-09       8.764878518120e+43       1.086494804752e+33       5.524941666719e+33       2.047565922645e+14       0.000000000000e+00       7.718667238889e+34       3.981143038856e+34      -4.189329417599e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       6.059289143798e+43       1.482416766258e+44       1.482416766258e+44       4.941389220639e+43      -3.203336089777e+52       3.280976243384e-06       3.496501501373e+00 
       7.460402118627e+13       1.358218561377e-25       6.213667802513e-09       1.200677073502e+22       1.415848720639e+04       1.897818238381e-10       1.056280079511e+18       3.587363552221e-09       8.523697311413e+43       1.063994155398e+33       5.410523471066e+33       2.033332594489e+14       0.000000000000e+00       7.480139562293e+34       3.858114960321e+34      -4.052161524100e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.892557036278e+43       1.441625434834e+44       1.441625434834e+44       4.805418115897e+43      -3.093535854290e+52       3.361000054198e-06       3.413251465626e+00 
       7.408542322370e+13       1.377300173945e-25       6.257323548198e-09       1.184042460968e+22       1.415848720639e+04       1.911102966050e-10       1.048937516893e+18       3.612475097086e-09       8.289152634162e+43       1.041959480864e+33       5.298474806947e+33       2.019198207046e+14       0.000000000000e+00       7.248983035501e+34       3.738888781883e+34      -3.919470228231e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.730412858961e+43       1.401956549376e+44       1.401956549376e+44       4.673188497708e+43      -2.987499223801e+52       3.441023865012e-06       3.333873524565e+00 
       7.357043021222e+13       1.396649864089e-25       6.300979293883e-09       1.167638310346e+22       1.415848720639e+04       1.924480686812e-10       1.041645994928e+18       3.637762422766e-09       8.061061870468e+43       1.020381131094e+33       5.188746602798e+33       2.005162072544e+14       0.000000000000e+00       7.024969870064e+34       3.623347014556e+34      -3.791110580780e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.572730366797e+43       1.363379223789e+44       1.363379223789e+44       4.544597412421e+43      -2.885097193825e+52       3.521047675826e-06       3.258103671734e+00 
       7.305901709257e+13       1.416271398030e-25       6.344635039568e-09       1.151461428734e+22       1.415848720639e+04       1.937952051620e-10       1.034405158817e+18       3.663226759725e-09       7.839247429430e+43       9.992496558786e+32       5.081290803298e+33       1.991223507993e+14       0.000000000000e+00       6.807879316812e+34       3.511375800079e+34      -3.666941072334e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.419386788590e+43       1.325863421863e+44       1.325863421863e+44       4.419544739340e+43      -2.786205181746e+52       3.601071486640e-06       3.185701367918e+00 
       7.255115897971e+13       1.436168594900e-25       6.390109774657e-09       1.135508667465e+22       1.415848720639e+04       1.951517715981e-10       1.027214656223e+18       3.688869347043e-09       7.623536606878e+43       9.785558007162e+32       4.976060348323e+33       1.977381835152e+14       0.000000000000e+00       6.597497448320e+34       3.402864798720e+34      -3.546825192781e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.270262731413e+43       1.289379933889e+44       1.289379933889e+44       4.297933112764e+43      -2.690702875246e+52       3.681095297454e-06       3.116446990354e+00 
       7.204683116158e+13       1.456345327490e-25       6.433765520342e-09       1.119776921495e+22       1.415848720639e+04       1.965178339993e-10       1.020074137262e+18       3.714691432472e-09       7.413761450905e+43       9.582905027607e+32       4.873009152336e+33       1.963636380494e+14       0.000000000000e+00       6.393616948100e+34       3.297707080543e+34      -3.430631616216e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       5.125242087647e+43       1.253900353914e+44       1.253900353914e+44       4.179667846184e+43      -2.598474085932e+52       3.761119108268e-06       3.050139607581e+00 
       7.154600909790e+13       1.476805522996e-25       6.479240255430e-09       1.104263128799e+22       1.415848720639e+04       1.978934588373e-10       1.012983254481e+18       3.740694272499e-09       7.209758631098e+43       9.384448868518e+32       4.772092084204e+33       1.949986475174e+14       0.000000000000e+00       6.196036906304e+34       3.195799020036e+34      -3.318232480250e+18       3.892717486109e-08      -4.653754712670e-12      -1.000000000000e+00       4.984211944581e+43       1.219397057625e+44       1.219397057625e+44       4.064656858560e+43      -2.509406607983e+52       3.841142919083e-06       2.986595032423e+00 
